Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
426,      Commissioning engineer ,    Samrit Halam,2 - 7 yrs,₹Rs 5.40 - 8.50 Lacs p.a.,"Chennai,  Delhi,  Kolkata,  Mumbai,  Chandigarh","Monitor installation ,  submittals and usage of engineering tools adhering to project and commissioning guidelines. Guide testing processes and motivate specialists to achieve","Teamwork. As an engineer with any employer  ,   youre unlikely to find yourself working in solitary confinement. .  ,  Find out exactly what the employer wants."
427,Engineer-PPC ,    SR Consulting,3 - 4 yrs,,Hyderabad/Secunderabad,ResponsibilitiesCoordinate production workflow for one or multiple productsPlan and prioritize operations to ensure maximum performance                                     and,"Production Planning  ,  Material planning  ,  manpower planning  ,  maintaining production records  ,  daily production records"
428,      Data Engineer ,    Electrobrain modern technologies pvt ltd,2 - 7 yrs,,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad","Urgent Hiring Data EngineerDear Candidates , Greetings!!It's been a immense pleasure to inform you one of the manufacturing Industry deals in to Dataand other Data Engineer pr","Data Science  ,  Power Bi  ,  Analysis Services  ,  Data Management  ,  Data Analysis  ,  Machine Learning  ,  Large-scale Computing"
429,      MIS Engineer ,    gupta associates,5 - 10 yrs,₹Rs 3.00 - 6.00 Lacs p.a.,"Delhi,  Delhi/NCR,  Gurgaon,  Noida/Greater Noida,  Faridabad",MIS  &  BI Executive Experience: 5-10 yearsRoles And Responsibilities: Understand business requirements in BI context and design data models to transform raw data into meaning,"SQL Programming  ,  MIS Report  ,  mis power bi  ,  advanced excel"
430,      Service Engineer ,    Sudeep Consultancy,0 - 1 yrs,,Bengaluru / Bangalore,* Delhi based Pvt Ltd company urgently required candidates for*Service Engineer*for machines tools of international brands Based in Bangalore * Qualification: Degree or diplom,"machines tools of international brands Based in Bangalore  ,  proficient communication skills in English  ,  travel  ,  will have to travel in south India  ,  engg deg or dip"
431,      purchase engineer ,    SHRI MARUTI PLACEMENT SERVICES,2 - 4 yrs,,Ghaziabad,"Dear to all , we have urgent requirement in Purchase engineer profile.candidate should have knowledge in SAP.Experience : 2 to 4 yearSalary : 4 lac ctc  per annumLocation : Gh","Sap
        
       
directions_walk
Walk-in Details 20-Apr-2022 - 18-Jun-2022  11:00 AM - 03:00 PM   Meerut road ghaziabad
"
432,      Electrical Engineer ,    Yashodhara Management,1 - 4 yrs,₹Rs 1.40 - 2.45 Lacs p.a.,"Bhiwandi,  Dombivali,  Kalyan,  Mumbai,  Navi Mumbai",Urgent Job Vacancy For  BE ELECTRICAL ENGINEERING freshers and experienced candidates can aaplyApply Post :ELECTRICAL ENGINEERINGSalary - 12 to 25kJob Location :  NAVI MUMBAI ,"DIPLOMA  ,  BE ELECTRICAL ENG  ,  Engineering"
433,      Geotechnical engineer ,    Samrit Halam,4 - 8 yrs,₹Rs 4.25 - 7.35 Lacs p.a.,"Chennai,  Mumbai,  Noida/Greater Noida,  Nizamabad,  Itanagar",Primary duties: A geotechnical engineer assesses the local environment where a proposed-project will likely be built. They also identify environmental risk factors that could ,"the ability to explain your findings and give advice clearly and concisely  ,   including in written reports.  ,  an investigative mind and problem-solving skills"
434,      Structural engineer ,    Samrit Halam,4 - 8 yrs,₹Rs 3.20 - 7.30 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Mumbai,  Chandigarh,  Rajahmundry","Structural engineers focus on the structural integrity of construction projects such as buildings ,  bridges and roads. They also create plans and processes to maintain and re","Previous experience as a Structural Engineer or similar field.  ,  Excellent knowledge of construction methods and regulations.  ,  Hands-on experience with AutoCAD."
435,      Electronic Engineer ,    Yashodhara Management,0 - 2 yrs,₹Rs 1.80 - 3.50 Lacs p.a.,"Dombivali,  Kalyan,  Mumbai,  Navi Mumbai,  Thane",Vacancy for Electronic Engineer fresher and exp candidateEducation - Diploma / BE  Electronic EgnineerLocation - Ambernath / navi Mumbai / Dombivali / MumbaiIndustry type - Ma,Diploma   /   BE Electronic
436,      Design engineer ,    Samrit Halam,4 - 9 yrs,₹Rs 4.25 - 6.45 Lacs p.a.,"Ahmedabad,  Chennai,  Delhi,  Kolkata,  Mumbai",Design engineers research and develop ideas for new products and the systems used to make them. They also work to improve the performance and efficiency of existing products.I,"Design Engineering  ,  Design General Engineering  ,  Design Enterprise Technology Architecture  ,  Design Compiler"
437,      Manufacturing Engineer ,    Sahyog Jobs Consultancy,10 - 15 yrs,₹Rs 10.00 - 15.00 Lacs p.a.,"Delhi/NCR,  Pune,  Indore,  Jaipur,  Lucknow",Manufacturing EngineerQualificationsDiploma in Mechanical or Equivalent 10-15 Years in Manufacturing engg ProcessPlanning Experience Level Job description  10-15 years Experie,"Mechanical  ,  Manufacturing  ,  Industrial  ,  Engineering  ,  Programming"
438,      Design Engineer ,    JDC Recruitment Services,4 - 7 yrs,₹Rs 4.00 - 8.00 Lacs p.a.,"Calicut/ Kozhikode,  Cochin/ Kochi/ Ernakulam,  Kannur,  Kollam,  Kottayam","Making Drawing ,  Dimensional drawing ,  Cross-Sectional drawing for PumpsNew Design ,  DevelopmentsOrganize and maintain existing engineering recordsConstruct prototype and c","Design Engineer  ,  Drawing  ,  solid work  ,    ,  Autocad"
439,      Sales Engineer ,    Control Print Limited,2 - 7 yrs,₹Rs 2.00 - 5.40 Lacs p.a.,Bengaluru / Bangalore,To drive the Sales of printers for Control Print Limited in a particular assigned territory.Ensure Training  / Seminars for Customers on the existing as well as new products a,"""technical sales""  ,  ""oem sales""  ,  ""industrial sales""  ,  ""equipment sales""  ,  ""marketing engineer""  ,  ""capital equipment""  ,  ""industrial marketing"""
440,"      Mechanical Engineer , Petroleum Engineer , Mine Engineer , Mining ",    SWATI,2 - 7 yrs,,"Bengaluru / Bangalore,  Mumbai,  Pune,  Vadodara","We have an ongoing recruitment program in the upstream oil and gas industries.As an organisation which values individual potentials ,  our policy is to recruit talented indivi","Engineering  ,  Mining Operations  Supervisory  ,  Computer  ,  Chemical Analysis  ,  Hplc  ,  lab  ,  Engineering Electrical Chemical Mechanical"
441,"      Site Engineer , Civil Structural Engineer , Engineer ",    V P Placement,14 - 19 yrs,₹Rs 10.00 - 12.00 Lacs p.a.,"Delhi/NCR,  Kolkata,  Mumbai,  Beirut,  null","The site engineer's responsibilities include managing different parts of construction projects ,  supervising crew members ,  preparing estimates for time and material costs ,","Environment  ,  Civil  ,  Engineering  ,  Programming"
442,      sales engineer ,    Control Print Limited,3 - 8 yrs,₹Rs 1.00 - 5.40 Lacs p.a.,Noida/Greater Noida,JD To drivethe Salesof printersfor ControlPrint Limitedin aparticular assignedterritory. Ensure Training / Seminars forCustomers onthe existingas wellas newproducts andany new,"""sales enginner""  ,  ""marketing egnieer""  ,  ""oem""  ,  ""technical sale"""
443,      Assembly Engineer ,    K Ponraj,1 - 6 yrs,₹Rs 4.10 - 7.15 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Kolkata,  Mumbai,  Noida/Greater Noida",URGENT RECRUITMENT AT Best Supermarket :Interested candidate / Workers are advised to submit their CV to  for consideration towe are looking to fill the positions listed bello,"supervisor  ,  agency supervisor  ,  Customer service representative  ,  asst sales manager  ,  Marketing  ,  marketing executive  ,  assistant sales manager  ,  assistant manager"
444,      Service Engineer ,    Ameyash Solutions,0 - 3 yrs,₹Rs 2.00 - 5.00 Lacs p.a.,Pune,Greetings From Ameyash Solutions!!We have some urgent openings for Produciotn Engineer our reputed clients based in Pune.Contact-7070941754  ( Megha ) Exp - 0 to 3  yearsGende,"Fresher  ,  trainee  ,  Maintenance  ,  Preventive Maintenance  ,  Chillers  ,  7
        
       
directions_walk
Walk-in Details 16-May-2022 - 17-May-2022  09:00 AM - 06:00 PM   Venue-Pune

For More Details Contact-

7070941754 

Megha
 
"
445,      Chemical Engineer ,    Gourav Consultants,8 - 13 yrs,₹Rs 8.40 - 19.45 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Kolkata,  Mumbai,  Noida/Greater Noida","Chemical engineers develop and design chemical manufacturing processes. Chemical engineers apply the principles of chemistry ,  biology ,  physics ,  and math to solve problem",Chemical engineers develop and design chemical manufacturing processes.
446,"      Senior Software Engineer , Software Engineer ",    INNERGIE SOLUTIONS,3 - 7 yrs,₹Rs 10.00 - 13.00 Lacs p.a.,Delhi,"Must have Angular min. 2+ year's working experience.Good working knowledge of .net ,  Asp.net ,  c# ,  Web API ,  Web  ( ASP.net ,  JQuery  ,  JavaScript )  ,  HTML ,  CSSStro","Angular  ,  SQL  ,  .net  ,  ASP .net c#  ,  j query  ,  java script  ,  html"
447,      Sales Engineer ,    Jobs Plan Dot Com,3 - 8 yrs,,"Guwahati,  Jammu,  Other City(s) in Jammu & Kashmir,  Alwar","Position - Sales EngineerLocation - Bhiwadi ,  Jammu  &  Kashmir ,  GuwahatiQualification - B.E. /  B.Tech /  DiplomaExperience - 3 to 8 yearsJob Role -Identify ,  study custo","b2b  ,  industrial  ,  sales"
448,      Production Engineer ,    Ameyash Solutions,0 - 3 yrs,₹Rs 2.00 - 5.00 Lacs p.a.,Pune,Greetings From Ameyash Solutions!!We have some urgent openings for Produciotn Engineer our reputed clients based in Pune.Contact-7070941754  ( Megha ) Exp - 0 to 3  yearsGende,"Mechanical  ,  Manufacturing  ,  Engineering  ,  Fresher  ,  Production
        
       
directions_walk
Walk-in Details 16-May-2022 - 17-May-2022  09:00 AM - 06:00 PM   Venue-Pune

Walk In Date- 16th Feb & 17th Feb 2022

For More Details Contact-

7070941754 

Megha
 
"
449,"      Software Development Engineer , Software Engineer ",    success Placement Services,2 - 7 yrs,₹Rs 3.50 - 18.00 Lacs p.a.,Delhi,Software Engineer on application development on Java and C languages     Princeton based company .We develop GPS solutions over phone using Client server technique over phoneI,"software engineer  ,  software developer  ,  senior software developer  ,  project manager  ,  senior project manager  ,  Developer  ,  web developer  ,  web designer  ,  php developer"
450,      Application Engineer ,    Cynosure Corporate Solutions,5 - 10 yrs,,Chennai,"Job Description: The Application Engineers is at the forefront of Our Client. This position answers technical questions ,  troubleshoots audio ,  video ,  and telephony equipm","Application Engineer  ,  Software Technical Support  ,  cts  ,  avoip  ,  av integration  ,  ccna"
451,      Design Engineer ,    JDC Recruitment Services,4 - 7 yrs,₹Rs 4.00 - 8.00 Lacs p.a.,"Agra,  Aligarh,  Allahabad,  Bareilly,  Faizabad","Making Drawing ,  Dimensional drawing ,  Cross-Sectional drawing for PumpsNew Design ,  DevelopmentsOrganize and maintain existing engineering recordsConstruct prototype and c","Design Engineering  ,    ,  Drawing  ,  Solid work  ,   Autocad"
452,      Energy Engineer ,    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Ahmedabad,  Guwahati,  Thiruvananthapuram,  Gangtok,  Agartala","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  Senior Process Associate ,  Business Process Associat","Energy Analysis  ,  Renewable Energy  ,  Oil Gas Construction  ,  Engineering  ,  Manufacturing"
453,      Quality Engineer  &  Production Engineer ,    DHR Tech Solutions,0 - 3 yrs,₹Rs 3.00 - 6.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Kolkata,  Mumbai",Roles and ResponsibilitiesHiring Candidates for production and quality department in production in charge / quality supervisor / ppc / final quality / customer quality / Junio,"Quality Analysis  ,  quality analyst  ,  qa engineer  ,  QA Testing  ,  Quality Assurance  ,  Quality Process  ,  Production QA  ,  quality engineer  ,  Quality Checks"
454,      Chemical Engineer ,    Induspect India Pvt ltd,3 - 8 yrs,,Surat,Job Responsibilities supervising plant operations  investigating and troubleshooting plant / process problems Responsible for developing new industrial processes and designing,"Chemical Process Engineering  ,  Plant"
455,      Software Engineer ,    HIRINGHUT SOLUTIONS PRIVATE LIMITED,3 - 5 yrs,,Chennai,"Mandatory SKILLS: -Strong experience in .net Core ,  WPF ,  MVVM ,  c# ,  OOPS concept ,  Multi-threading programming.Strong experience  in SQL Server.Experience in Web develo",".net core  ,  WPF"
456,      Implementation Engineer ,    A Square Group,1 - 4 yrs,₹Rs 2.00 - 4.00 Lacs p.a.,Chennai,"Understand customer requirement ,  map with the product ,  and do the configuration   Give training on the product to customers  &  clarify their doubts  Suggest or give ideas","configuration  ,  installation"
457,      Embedded engineer ,    JDC Recruitment Services,4 - 7 yrs,₹Rs 5.00 - 7.00 Lacs p.a.,"Chennai,  Coimbatore,  Cuddalore,  Erode,  Hosur","Firmware DevelopmentDevice Driver Development Design and development of Embedded Systems ,  Microprocessor and Microcontroller based productsStrong Embedded system development","Electronics  ,  Manufacturing"
458,"      Electrical Engineer  ( RF Engineer )  , Asistant Electrical Engineer ",    Electrobrain modern technologies pvt ltd,2 - 7 yrs,₹Rs 4.50 - 8.80 Lacs p.a.,"Delhi,  Delhi/NCR,  Gurgaon,  Noida/Greater Noida","Job DescriptionDesign or modify electrical / electronic engineering assemblies ,  layouts / schematics and / or detailed drawings / specifications of moderate scope under gene","Electrical Engineering.  ,  Automation Testing Engineering  ,  MATLAB  ,  Electrical Maintenance  ,  electrical supervisor  ,  Quality Surveying  ,  Machinery  ,  plc"
459,      Application Engineer ,    Cynosure Corporate Solutions,5 - 10 yrs,,Chennai,"Job Description: The Application Engineers is at the forefront of Our Client. This position answers technical questions ,  troubleshoots audio ,  video ,  and telephony equipm","Application Engineer  ,  Software Technical Support  ,  cts  ,  avoip  ,  av integration  ,  ccna"
460,      Devops Engineer ,    2COMS Consulting Pvt Ltd,4 - 7 yrs,,Mumbai,"The Requirements  Suitable experience as a DevOps / SCM engineer ,  or in a position with similar skill sets and responsibilities A Bachelor%26#39;s / College Degree and exper","DevOps  /  SCM engineer
 

"
461,      Safety engineer ,    Samrit Halam,5 - 10 yrs,₹Rs 4.25 - 6.40 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai","A safety engineer designs processes and systems to create safe working and operating conditions for crews ,  customers and the environment. They also ensure that projects are ","evaluate blueprints of the project to ensure the work environment is safe.  ,  design detailed safety plans to maintain a safe work environment."
462,      Chemical Engineer ,    Induspect India Pvt ltd,2 - 7 yrs,,Surat,Chemical Engineerat Reliance Hazira ( Surat Location. ) Job duration : 1 Year  ( Long Term ) Qualification: B.E. / Diploma in Chemical Engineering is mandatory.Experience :Min,"petrochemical  ,  Hydro Carbon"
463,      Mechanical Engineer ,    Samrit Halam,4 - 9 yrs,₹Rs 3.45 - 9.60 Lacs p.a.,"Daman & Diu,  Lakshdweep,  Khammam,  Kurnool,  Silchar","Mechanical Engineer Job Description TemplateWhile most of the attention on technical skills has shifted to digital and software engineering ,  there is still a large demand fo","Requirements analysis  ,  Design skills  ,  Equipment maintenance  ,  General consulting skills"
464,      Sourcing Engineer ,    V P Placement,4 - 7 yrs,₹Rs 3.00 - 7.00 Lacs p.a.,"Gurgaon,  Kolkata,  Noida/Greater Noida,  Pune,  Canada",Partner closely with Managers and Subject Matter Experts to prioritize sourcing efforts aligned to workforce and segment plansApply appropriate selection methodologies to qual,Product Engineering
465,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.50 - 11.55 Lacs p.a.,"Vellore,  Dehradun,  Haldwani,  Haridwar,  Nainital","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
466,      Electrical Design Engineer /  Sr. Engineer ,    Sahyog Jobs Consultancy,7 - 12 yrs,,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi/NCR,  Hyderabad/Secunderabad",Electrical Design Engineer /  Sr. EngineerRoles and ResponsibilitiesDeveloping system schematics as per customer specific  /  MSSL E & E requirements.Wiring Harness Design  & ,"Electrical Design Engineer  /   Sr. Engineer  ,  Engineering"
467,      civil engineer ,    K Ponraj,1 - 6 yrs,₹Rs 4.10 - 7.20 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Gurgaon",URGENT RECRUITMENT AT Best Supermarket :Interested candidate / Workers are advised to submit their CV to  for consideration towe are looking to fill the positions listed bello,"Cashier  ,  Custodian  ,  Store manager  ,  assistant manager  ,  financial advisor  ,  assistant accountant  ,  cashier  ,  accounts assistant  ,  accountant  ,  account assistant"
468,      Design Engineer ,    Ameyash Solutions,0 - 3 yrs,₹Rs 2.00 - 5.00 Lacs p.a.,Pune,Greetings From Ameyash Solutions!!We have some urgent openings for TraineeEngineer our reputed clients based in Pune.Contact-7070941754  ( Megha )  Exp - 0 to 3 yearsGender - ,"AutoCad  ,  Catia  ,  Catia 5  ,  ProE  ,  Solidedge  ,  Solidworks
        
       
directions_walk
Walk-in Details 16-May-2022 - 17-May-2022  09:00 AM - 10:00 PM   Venue-Pune

 For More Details Contact-

7070941754 

Megha
 
"
469,      Ships Engineer ,    V P Placement,1 - 6 yrs,₹Rs 3.20 - 8.30 Lacs p.a.,"Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida,  Pune","Marine engineers design ,  construct ,  maintain ,  and repair a variety of maritime vessels including cargo ships ,  cruise liners ,  and oil rigs. They apply their engineeri","Technical Skills.  ,  Project Management.   ,  Leadership skills  ,  Organizational skills"
470,      Geotechnical Engineer ,    V P Placement,3 - 6 yrs,₹Rs 3.00 - 9.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Provide leadership to a team of talented professionals working on a portfolio of projectsProvide technical direction and advice to multi-disciplinary teams on hydro ,  wind , ","Geologist  ,  Geological  ,  Geology  ,  Oil Exploration"
471,"      Drilling Engineer , Drilling Solutions Engineer ",    Charan Solutions,8 - 12 yrs,,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai","We need new talented and experienced candidates from any part of the world to join us here in our company , We believe in hiring the best fit and helping our team members deve","Drilling Engineer  ,  associate consultant"
472,      Safety Engineer ,    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Warangal,  Patna,  Bhopal,  Akola,  Nanded","We are Southern Cross Healthcare New Zealand......OUR RECRUITMENT PROGRAM IS OPEN FOR: Hospital Administrator ,  Pharmacist ,  Medical Officer ,  Microbiologist ,  Registered ","Safety Engineering  ,  Fire Safety  ,  Safety Management"
473,"      Commissioning Engineer , Site Engineer , Network Engineer , E , \ ",    NEETDEEP GROUP,1 - 5 yrs,₹Rs 2.50 - 4.50 Lacs p.a.,Ahmedabad,Builds a robust cost-effective solution by identifying key requirements of the client. maintaining synergy with Salesperson  &  key clients. Effective Communication  &  Presen,"CCTV  ,   FAS  ,   ACS  ,   Audio Video  ,   EPBX  ,  automation"
474,      Reliability Engineer ,    V P Placement,4 - 7 yrs,₹Rs 3.00 - 6.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada",Champion the development and delivery of proactive reliability improvement campaigns or initiatives in the asset.Undertake regular offshore visits to engage and collaborate wi,"Site Safety  ,  Fire Safety  ,  Reliability"
475,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.45 - 11.55 Lacs p.a.,"Salem,  Thanjavur,  Tirunelveli,  Trichy,  Tuticorin","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
476,      Project Engineer ,    Ameyash Solutions,1 - 5 yrs,,Pune,Greetings From Ameyash Solutions!!We have some urgent openings for Produciotn Engineer our reputed clients based in Pune.Contact-7070941754  ( Megha ) Exp - 0 to 3  yearsGende,"Project  ,  Manufacturing
        
       
directions_walk
Walk-in Details 16-May-2022 - 17-May-2022  09:00 AM - 06:00 PM   Venue-Pune


For More Details Contact-

7070941754 

Megha
 
"
477,      building engineer ,    Samrit Halam,1 - 5 yrs,₹Rs 65.00 - 102.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai","Structural engineers design buildings ,  bridges ,  and other types of structures. They build 2D and 3D models using computer-aided design technology  ( e.g. AutoCAD ) . They ",critical thinking and problem solving
478,      Service Engineer ,    unimax,1 - 6 yrs,₹Rs 4.00 - 9.00 Lacs p.a.,Faridabad,"Interview for the Post of Service Engineer  Hydraulic SystemJob Location: IMT FaridabadCompany: Devashish Engineering Products LLP Plot No. 223 ,  Sector 68 IMT Faridabad.Mobi","Powerpack  ,  Hydraulics System Servicing  ,  Service Technician  ,  Hydraulic System  ,  Maintenance  ,  Service Enginee  ,  Servicing"
479,      Sales Engineer ,    Green Electricals Pvt Ltd,1 - 3 yrs,₹Rs 1.00 - 4.00 Lacs p.a.,"Ankleshwar,  Bharuch,  Surat","Conduct market research to identify selling possibilities and evaluate customer needsActively seek out new sales opportunities through cold calling ,  networking and social me","communication skills  ,  customer relationship  ,  closing deals  ,  Lead Generation  ,  Business Development  ,  industrial field sales  ,  industrial electrical products"
480,      Project Engineer ,    2COMS Consulting Pvt Ltd,2 - 5 yrs,,Mumbai,"Hiring Project Manager in one of the Leading Manufacturer Company @Mumbai !!  Our Client is a leading manufacturer of Auto Components ,  Metal Fabrication ,  Battery Component","Project quotation  ,  project management  ,  project execution"
481,      Design Engineer ,    2COMS Consulting Pvt Ltd,2 - 5 yrs,,Gurgaon,"HHiring Design Engineer for one of client! Job Location: Howrah Responsibilities: Designing ,  Fabrication ,  Estimation ,  Inspection and controlling the floor works. Researc","3D  ,   Spring  ,   AUTOCAD"
482,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.45 - 11.55 Lacs p.a.,"Hosur,  Kanniyakumari,  Madurai,  Nagercoil,  Ooty","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
483,      Refinery Engineer ,    V P Placement,1 - 6 yrs,₹Rs 3.20 - 9.40 Lacs p.a.,"Pune,  Pondicherry/Puducherry,  Bokaro,  Dhanbad,  Ranchi","The refinery engineer designs equipment that removes the gas and oil from the ground and comes up with ways to extract gas and oil more effectively ,  efficiently and inexpens","Petroleum  ,  Refining  ,  Petrochemical  ,  Piping  ,  Process Piping  ,  Refinery"
484,"      Shift Engineer , Graduate Engineer Trainee ",    Yashodhara Management,0 - 2 yrs,₹Rs 1.80 - 2.80 Lacs p.a.,"Dombivali,  Kalyan,  Mumbai,  Navi Mumbai,  Thane",Vacancy for Shif Engineer  /  Chemical Engineer  Education - Diploma / BE Chemical EngineerLocation - Ambernath / navi Mumbai / Dombivali / MumbaiIndustry type - Chemical Engi,"Diploma   /   BE Chemical  ,  Bsc  ,  Msc"
485,      Bridge Engineer ,    SHRI MARUTI PLACEMENT SERVICES,4 - 6 yrs,,Other City(s) in Uttaranchal,"Dear candidate , we have urgent opening in Civil Engineer as a Bridge Engineer position.candidate should have knowledge in Bridge Engineering.Experience : 4 to 6 YearLocation ","Civil Engineering  ,  Civil Construction Structural
        
       
directions_walk
Walk-in Details 25-Mar-2022 - 23-May-2022  10:00 AM - 03:30 PM   Ghaziabad
"
486,      Geological Engineer ,    V P Placement,5 - 10 yrs,₹Rs 4.00 - 10.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Demo Oil is a dynamic ,  growing company with an entrepreneurial spirit. We are building a cohesive team and are always interested in talking to people with energy industry ex","Geologist  ,  Geology  ,  Environmental Science  ,  Environmental Engineering"
487,"      Instrument and Controls Engineer , Test Engineer , Qa Engineer ",    Baloram Prajapati Consultancy,11 - 16 yrs,,"Bhubaneshwar,  Cuttack,  Patiala,  Ajmer,  Jodhpur","Are you seeking an opportunity to demonstrate and further develop your automation , instrumentation ,  and controls skill set? This is a great opportunity where ,  as the E & ","System Testing  ,  Integration Testing  ,  Control Automation"
488,      Trainee Engineer ,    S Global Tech,0 - 1 yrs,,Pune,"We have an urgent opening for Trainee Engineer position at Pune locationPosition : Trainee EngineerExperience : 0 - 1 year in application engg ,  sales profile from control pa","Electrical  ,  ENTC"
489,      Completion Engineer ,    V P Placement,5 - 9 yrs,₹Rs 4.00 - 7.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Prepare Well Completion ,  Workover and Well Servicing Operational Programmes;Perform calculations related to stress analysis ,  nodal analysis ,  gas lift design and Torque ,",Construction Civil Engineering
490,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.45 - 11.55 Lacs p.a.,"Gangtok,  Chennai,  Coimbatore,  Cuddalore,  Erode","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
491,"      Technical Support Engineer , Desktop Engineer ",    Black & White Business Solutions,0 - 3 yrs,₹Rs 3.20 - 5.30 Lacs p.a.,Bengaluru / Bangalore,"Hi dear Applicant , Hiring for Multiple MNC Bpo s ,  One day interview process ,  just 2 rounds.designation :- Technical SupportRoles and Resposibilites:Installation of Operat","Desktop Troubleshooting  ,  Hardware Troubleshooting  ,  Technical support"
492,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.45 - 11.55 Lacs p.a.,"Bhubaneshwar,  Cuttack,  Paradeep,  Puri,  Rourkela","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
493,"      Energy Engineer , Test Engineer , Software Engineer , Developer ",    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Gurgaon,  Kolkata","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  SeniorProcess Associate ,  Business Process Associate","technical support engineer  ,  it executive  ,  executive  ,  mis executive  ,  project coordinator  ,  coordinator  ,  administration"
494,      Subsea Engineer ,    V P Placement,5 - 8 yrs,₹Rs 4.00 - 7.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada",Assessment of methodologies;Preparation of functional  &  technical specifications regarding marine surveys and pipeline external inspections;Planning and supervision of all m,Engineering
495,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.45 - 11.55 Lacs p.a.,"Pune,  Imphal,  Shillong,  Aizawal,  Dimapur","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
496,"      Chemical Engineer , Process  ( Chemical )  Engineer ",    Induspect India Pvt ltd,2 - 7 yrs,,Surat,Chemical Engineerat Reliance Hazira ( Surat Location. ) Job duration : 1 Year  ( Long Term ) Qualification: B.E. / Diploma in Chemical Engineering is mandatory.Experience :Min,petrochemical
497,      Mechanical Engineer ,    Rambachan,0 - 2 yrs,₹Rs 5.40 - 11.55 Lacs p.a.,"Bhopal,  Mumbai,  Nagpur,  Nasik,  Navi Mumbai","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
